I	At1	At2	Class
4094	-1.19	-0.774	1.0
1233	-0.524	-0.857	-1.0
2507	1.38	-0.244	-1.0
3681	-0.9590000000000001	0.41	1.0
2466	-0.594	-1.21	-1.0
2745	0.685	0.546	-1.0
2552	-0.6759999999999999	0.797	-1.0
3120	1.09	0.6	-1.0
1362	-1.34	0.7170000000000001	-1.0
604	1.4	0.377	-1.0
1752	-0.258	-1.06	-1.0
3221	-0.583	-1.35	-1.0
298	-0.8690000000000001	-0.0393	1.0
324	-0.27399999999999997	0.0468	1.0
3632	0.846	1.87	-1.0
654	-1.31	0.0072299999999999994	1.0
4114	-1.1	0.322	1.0
5102	1.82	-0.643	-1.0
3516	0.0585	-0.37799999999999995	1.0
3827	-0.599	1.44	-1.0
354	0.0788	-0.0998	1.0
344	-1.2	-1.02	-1.0
2785	-0.113	0.626	1.0
2698	0.764	0.381	1.0
3197	2.25	1.21	1.0
693	-0.146	0.132	1.0
3444	-0.0264	-0.9520000000000001	-1.0
2517	-1.38	-1.08	1.0
3571	-0.634	1.08	-1.0
2913	1.03	-1.12	1.0
4887	-1.61	-0.451	1.0
2950	-0.49200000000000005	0.124	1.0
3240	-1.23	-0.703	1.0
1389	0.58	1.17	-1.0
3160	-0.975	0.725	-1.0
3776	0.195	-1.27	-1.0
1478	0.494	-1.01	-1.0
1487	0.354	1.06	-1.0
718	0.16899999999999998	1.86	1.0
1575	-1.57	-0.401	1.0
93	-1.99	0.5489999999999999	-1.0
3970	-0.114	0.846	1.0
2733	-0.29100000000000004	-0.858	-1.0
316	-1.58	-1.26	1.0
1489	-0.541	-0.65	1.0
4797	-0.391	1.03	-1.0
775	0.8270000000000001	0.755	-1.0
1007	-0.653	-0.7340000000000001	-1.0
1098	1.24	0.342	-1.0
3334	0.56	-1.02	-1.0
3591	-2.07	-0.521	1.0
1586	0.207	-1.38	-1.0
838	-1.45	-0.203	1.0
3077	0.331	0.185	1.0
689	1.01	-0.94	1.0
3013	0.289	0.598	1.0
4401	-0.768	-0.909	-1.0
2408	-0.597	-1.6	-1.0
3794	1.45	-1.25	1.0
3190	-0.35700000000000004	-0.9440000000000001	-1.0
968	-2.03	-1.65	1.0
4115	1.09	1.49	1.0
3092	0.841	-0.0776	1.0
3762	0.447	-1.18	-1.0
4106	-0.625	1.38	-1.0
1932	1.11	1.33	1.0
4039	-0.495	1.31	-1.0
2039	0.624	1.1	-1.0
1842	-0.369	-0.965	-1.0
4562	-0.64	0.705	1.0
5054	-0.91	-0.607	1.0
1727	-0.8690000000000001	0.634	-1.0
2503	-0.48700000000000004	-1.19	-1.0
4773	0.222	1.47	1.0
5132	1.09	1.03	-1.0
3412	-0.19699999999999998	0.544	1.0
1063	0.636	1.34	1.0
3901	-0.0199	-1.32	-1.0
3073	-1.05	-0.8320000000000001	1.0
711	-1.66	-0.735	1.0
449	-1.69	-1.2	1.0
3865	-1.76	-1.33	1.0
5181	1.15	0.32899999999999996	-1.0
1104	0.157	-0.934	-1.0
4303	0.12300000000000001	-0.28300000000000003	1.0
3889	-0.642	-1.35	-1.0
2277	-1.02	-0.305	1.0
3349	-1.67	0.672	-1.0
696	-1.01	-1.53	-1.0
399	-0.508	1.48	-1.0
467	-1.4	-0.37	1.0
976	-1.07	1.16	-1.0
273	-1.25	0.985	-1.0
404	-0.853	-0.254	1.0
5039	1.13	0.429	-1.0
3394	-0.8759999999999999	0.23199999999999998	1.0
3867	-1.42	-1.4	-1.0
2098	-0.9359999999999999	-1.5	-1.0
994	2.23	0.895	1.0
4843	-2.06	0.392	-1.0
4030	-0.302	-0.11599999999999999	1.0
137	-0.0303	2.11	-1.0
1458	0.731	1.31	-1.0
1641	-1.51	-0.966	1.0
222	0.121	-1.3	-1.0
4061	0.569	1.15	-1.0
1164	-0.23600000000000002	-1.17	-1.0
506	0.307	-0.6779999999999999	-1.0
312	1.87	-0.239	-1.0
2169	-1.58	-1.61	1.0
2901	-2.1	-1.06	1.0
2561	-2.06	-0.332	-1.0
3196	1.22	-1.58	1.0
3248	-0.0753	0.267	1.0
461	-1.73	-1.32	1.0
3040	1.12	-0.42200000000000004	-1.0
3142	-0.483	1.16	-1.0
4107	-1.79	-0.124	1.0
4158	-1.04	1.13	-1.0
2964	2.59	1.16	1.0
4938	1.25	-0.00263	-1.0
3245	-0.632	1.35	-1.0
3049	-0.26899999999999996	-1.47	-1.0
2390	0.993	0.397	1.0
2740	1.19	-1.33	1.0
800	1.3	0.555	-1.0
3685	-0.0454	1.75	-1.0
3504	-0.865	-1.1	-1.0
954	1.52	-1.34	1.0
352	0.0431	-0.0199	1.0
858	-1.47	-0.212	1.0
2699	1.02	-0.5489999999999999	1.0
4742	-0.434	-1.16	-1.0
3920	0.385	-1.07	1.0
533	-0.0552	0.882	1.0
3262	-2.6	0.217	-1.0
2483	-1.01	-1.47	-1.0
426	-1.59	-0.98	1.0
1178	1.64	-0.605	-1.0
3132	-0.654	-1.02	-1.0
4951	-1.31	-0.903	-1.0
874	0.14300000000000002	1.05	-1.0
734	1.45	0.22899999999999998	-1.0
4639	-1.34	0.8690000000000001	-1.0
738	0.179	1.81	-1.0
293	-1.63	-1.41	1.0
3641	-0.968	0.348	1.0
4584	-0.41200000000000003	-0.6890000000000001	-1.0
662	1.36	-0.425	-1.0
1079	-0.27	0.0117	1.0
356	-0.24	1.72	1.0
1584	2.12	1.07	1.0
1937	1.31	-1.72	1.0
1670	0.778	0.9520000000000001	-1.0
3764	-1.56	-0.32899999999999996	1.0
3592	0.47700000000000004	1.83	-1.0
5240	-1.13	-0.44299999999999995	1.0
1227	0.7340000000000001	-0.212	1.0
5038	0.521	-1.04	-1.0
275	0.778	-0.6940000000000001	1.0
5195	0.722	-0.975	1.0
1366	0.614	-0.157	1.0
317	-0.813	-0.57	1.0
3283	1.96	1.31	1.0
576	0.61	0.488	-1.0
4440	0.7070000000000001	1.37	-1.0
5031	-0.318	0.317	1.0
431	-1.58	-0.8420000000000001	1.0
1545	1.03	1.55	1.0
4084	-0.562	-1.12	-1.0
1988	2.34	1.18	1.0
3631	0.272	-1.12	-1.0
3018	0.613	-0.21100000000000002	1.0
2591	1.05	0.7759999999999999	-1.0
717	-0.145	1.67	-1.0
3851	-0.5820000000000001	-0.5870000000000001	1.0
3097	-1.55	-0.7440000000000001	1.0
1251	-0.628	-0.267	1.0
2474	0.624	-1.31	-1.0
3035	-1.5	-0.39	1.0
672	-1.71	-1.29	1.0
4229	0.0545	-1.32	-1.0
2239	-0.528	-1.23	-1.0
1651	1.68	0.113	-1.0
4381	-0.0461	1.65	-1.0
4369	-0.42200000000000004	-0.24100000000000002	1.0
4830	-0.266	-1.2	-1.0
4352	-0.0367	-0.14400000000000002	1.0
2805	-1.42	1.13	-1.0
3952	-1.54	-0.598	1.0
2795	1.53	0.0838	-1.0
1521	0.0551	1.34	-1.0
4080	-0.40299999999999997	-0.636	1.0
4091	-0.006	-0.32	1.0
2318	1.05	1.07	-1.0
2107	0.561	1.74	1.0
4615	0.10800000000000001	-1.21	-1.0
2243	-0.491	1.22	-1.0
4964	0.0737	0.124	1.0
4703	0.414	0.141	1.0
722	-0.9179999999999999	1.13	-1.0
564	-0.516	0.831	1.0
577	-2.15	-0.858	1.0
1408	-1.55	-1.02	1.0
2632	0.524	0.28300000000000003	1.0
5261	0.406	-0.7070000000000001	1.0
1892	-0.573	-0.88	-1.0
4216	0.395	1.21	-1.0
3357	0.185	0.261	1.0
818	-1.73	-1.3	1.0
3597	-1.55	0.121	1.0
946	-0.44299999999999995	1.86	-1.0
623	0.902	-1.08	1.0
1394	-0.8059999999999999	0.575	1.0
251	0.308	-1.06	-1.0
4020	-1.75	-1.92	1.0
484	-1.76	-0.903	1.0
820	-1.62	-0.7120000000000001	1.0
1802	0.23600000000000002	0.44299999999999995	1.0
2461	0.6659999999999999	-1.52	-1.0
5217	2.2	-0.665	-1.0
4341	-1.93	0.96	-1.0
4289	0.517	1.46	-1.0
2419	-0.124	-0.95	-1.0
3552	1.11	0.428	-1.0
282	-0.187	-1.38	-1.0
3113	1.52	0.35600000000000004	-1.0
3112	0.38799999999999996	1.72	-1.0
1806	0.0935	2.1	-1.0
855	0.379	1.37	-1.0
249	0.36	-0.715	1.0
4990	-0.685	0.9890000000000001	-1.0
1469	-0.7829999999999999	-1.33	-1.0
1414	-0.499	-0.7659999999999999	-1.0
1680	1.07	0.61	-1.0
709	-1.11	0.439	1.0
3674	1.35	0.657	-1.0
1173	0.725	1.39	-1.0
1064	-0.43700000000000006	-0.9840000000000001	-1.0
530	-0.0765	-1.12	-1.0
1258	1.26	0.0903	-1.0
2962	-0.379	-1.6	-1.0
2549	-0.512	-0.9540000000000001	-1.0
1197	-0.6559999999999999	-0.33399999999999996	1.0
561	-1.04	0.679	-1.0
5101	0.00865	-0.9179999999999999	-1.0
4759	0.423	1.74	-1.0
1496	0.7140000000000001	-1.19	1.0
2006	-0.647	1.08	-1.0
859	1.24	-1.33	1.0
1663	1.12	0.612	-1.0
2033	-0.435	-1.08	-1.0
843	-0.23199999999999998	-0.843	1.0
2999	-1.67	0.809	-1.0
912	-0.784	0.9690000000000001	-1.0
1351	-0.037000000000000005	-1.35	-1.0
3138	-0.335	-0.81	-1.0
4714	0.214	-0.45	1.0
4712	-1.24	-0.706	1.0
1440	0.34	-1.03	-1.0
2088	-0.546	0.442	1.0
3287	0.95	-0.0297	1.0
2604	1.63	-2.16	1.0
1210	0.271	-0.0382	1.0
4673	0.838	1.5	-1.0
118	-0.462	-0.187	1.0
4240	1.36	-0.11699999999999999	-1.0
180	-0.529	-0.35700000000000004	1.0
4036	-0.0337	-1.36	-1.0
1528	-0.777	-1.33	-1.0
608	-0.0246	-0.141	1.0
2426	1.64	0.513	-1.0
2157	-1.64	-0.9620000000000001	1.0
767	0.37799999999999995	-0.56	1.0
1754	0.395	1.35	1.0
1360	-0.7070000000000001	-0.37799999999999995	1.0
2792	-0.239	-0.619	-1.0
1157	0.121	1.63	-1.0
881	-1.59	-0.7659999999999999	1.0
1373	1.62	0.0564	-1.0
4654	-1.12	-0.315	1.0
5294	0.7040000000000001	-0.9059999999999999	1.0
1615	0.26899999999999996	0.605	1.0
640	0.866	-0.807	1.0
750	1.57	-0.114	-1.0
3765	-1.37	0.8079999999999999	-1.0
3649	0.0817	0.418	1.0
1676	-1.53	-1.17	1.0
2209	0.7240000000000001	0.41700000000000004	-1.0
1985	0.377	-0.643	1.0
707	0.152	1.53	-1.0
4548	-1.22	0.569	1.0
3369	2.43	1.31	1.0
33	1.71	-0.044000000000000004	-1.0
3729	0.021	-0.905	-1.0
4251	-0.457	-0.983	-1.0
3668	-0.8340000000000001	-1.19	-1.0
1792	2.06	-0.893	-1.0
3178	1.24	0.31	-1.0
2995	1.01	1.21	1.0
5023	2.2	1.26	1.0
1232	-0.505	1.17	-1.0
4003	-1.18	-0.898	1.0
3503	1.1	1.38	1.0
1395	0.423	-0.33399999999999996	1.0
1742	-0.305	0.247	1.0
152	-1.21	1.27	-1.0
1102	-0.33899999999999997	0.8059999999999999	1.0
103	-1.39	-0.451	1.0
2652	-0.9740000000000001	-0.818	1.0
1091	-1.95	-0.9	1.0
4466	1.15	0.565	-1.0
1652	-0.8340000000000001	1.48	-1.0
4154	1.5	-0.993	-1.0
4902	-1.42	-0.327	1.0
5290	0.768	-0.966	1.0
5099	-0.00294	0.513	1.0
2241	0.20199999999999999	-1.37	-1.0
1402	0.149	-0.295	1.0
1928	0.21	-1.26	-1.0
2904	-0.856	-0.664	1.0
2694	-0.55	-1.07	-1.0
974	-1.94	-1.03	1.0
1501	-0.0255	-1.3	-1.0
527	-1.08	-1.3	-1.0
4479	1.14	0.212	-1.0
3371	-0.877	0.263	1.0
619	-1.02	-1.18	-1.0
3917	-1.51	-0.27	1.0
694	1.38	0.877	-1.0
2989	0.28800000000000003	1.62	-1.0
2726	-0.0931	1.52	-1.0
1948	0.978	-1.33	1.0
1609	-0.32899999999999996	-0.955	-1.0
1796	1.42	1.49	1.0
5283	0.37	1.03	-1.0
3311	0.941	1.16	-1.0
776	0.604	0.374	-1.0
1592	-0.638	1.32	-1.0
1498	0.428	-1.43	-1.0
5255	-1.88	-0.45399999999999996	1.0
2049	0.409	-0.0572	1.0
1895	0.308	-0.9129999999999999	-1.0
274	1.33	1.42	1.0
194	0.6829999999999999	1.07	-1.0
3286	0.552	-0.244	1.0
241	0.44	0.39899999999999997	1.0
4786	1.23	-1.55	1.0
1974	-0.7170000000000001	1.23	-1.0
732	1.2	-0.598	1.0
3916	0.188	1.59	1.0
3242	1.44	0.358	-1.0
1426	0.314	1.54	-1.0
3209	-1.48	-1.23	1.0
4098	-0.992	-0.0156	1.0
1122	0.0967	-1.4	-1.0
2067	0.38799999999999996	1.64	-1.0
3695	-0.951	1.39	-1.0
3400	-1.53	0.6559999999999999	-1.0
2180	1.03	-0.382	1.0
1688	1.23	0.45799999999999996	-1.0
3728	-0.35	2.07	-1.0
1518	1.63	-0.56	-1.0
5146	-0.523	-1.31	-1.0
2787	-0.415	-1.3	-1.0
2165	0.5760000000000001	-1.05	1.0
4825	-0.0443	-0.335	1.0
3076	1.13	1.38	1.0
3781	-0.605	-1.52	-1.0
2043	0.26899999999999996	1.62	1.0
2371	0.6759999999999999	0.892	-1.0
1323	0.899	0.5379999999999999	-1.0
4375	-0.53	0.10099999999999999	1.0
2828	-2.0	-2.1	1.0
5028	1.98	1.27	1.0
822	-0.828	-0.8390000000000001	-1.0
4645	0.282	-0.7609999999999999	1.0
2433	1.95	1.53	1.0
236	-1.07	0.7070000000000001	-1.0
325	0.207	0.0304	1.0
2014	-2.32	0.0861	-1.0
1613	1.09	-1.1	1.0
266	0.122	-0.040999999999999995	1.0
4206	1.12	0.293	-1.0
3939	0.9009999999999999	-0.9520000000000001	1.0
2403	-2.0	-0.0624	-1.0
4148	-1.67	1.1	-1.0
3458	-0.00124	-0.938	1.0
4928	-1.37	0.648	-1.0
2375	0.44799999999999995	0.71	-1.0
4062	1.04	-1.17	1.0
3691	0.292	-0.159	1.0
1166	-0.852	-0.59	1.0
2738	-0.0198	-1.22	-1.0
3093	0.8290000000000001	1.56	-1.0
856	-0.106	-0.9329999999999999	-1.0
1538	1.05	-0.36200000000000004	1.0
2747	-0.943	-1.26	-1.0
4168	-1.04	-1.08	-1.0
42	-0.75	-0.8809999999999999	-1.0
4236	-1.17	1.08	-1.0
2314	0.0624	-1.05	-1.0
3391	-0.7390000000000001	-0.066	1.0
1795	0.122	0.599	1.0
4316	-0.45	-0.9279999999999999	-1.0
1687	0.736	1.64	-1.0
2556	-0.484	0.615	1.0
4874	-0.317	1.77	-1.0
1237	-0.36200000000000004	-1.7	-1.0
3652	-0.67	-0.55	1.0
741	-0.8740000000000001	0.922	-1.0
5229	-1.14	-1.27	1.0
2186	-0.995	-0.8320000000000001	-1.0
3006	-0.82	-1.04	-1.0
2182	1.35	1.1	1.0
4283	-1.13	1.01	-1.0
5065	0.8029999999999999	1.35	-1.0
4423	-1.18	1.17	-1.0
1984	0.447	0.92	-1.0
3640	1.7	-0.0336	-1.0
5177	-0.693	-0.113	1.0
2781	-1.42	0.275	-1.0
405	0.8370000000000001	1.75	1.0
2818	-1.77	1.01	-1.0
1052	1.12	-0.7559999999999999	1.0
1355	-1.02	0.899	1.0
121	-0.8190000000000001	1.26	-1.0
3285	-0.0253	0.0742	1.0
2424	-1.37	-0.904	1.0
4981	-0.6759999999999999	1.3	-1.0
1169	1.05	0.768	-1.0
2097	-0.53	-0.9440000000000001	-1.0
3237	-0.8029999999999999	1.25	-1.0
4487	0.535	1.46	1.0
1143	0.0428	-1.04	-1.0
4319	0.193	1.72	-1.0
4941	-0.0297	-1.58	-1.0
1431	0.496	1.52	-1.0
4491	-0.534	-1.4	-1.0
2191	0.995	0.502	-1.0
4149	-1.28	-0.47100000000000003	1.0
3573	-0.6509999999999999	-0.10300000000000001	1.0
54	0.0284	1.62	-1.0
1325	-1.25	0.479	-1.0
2391	-0.606	3.19	-1.0
730	0.826	0.7440000000000001	-1.0
261	0.863	0.765	-1.0
751	1.32	1.36	1.0
1783	-0.7609999999999999	0.373	1.0
2276	0.105	1.77	-1.0
2439	1.22	-0.345	-1.0
1459	-1.39	-1.09	1.0
2094	0.47200000000000003	1.37	-1.0
481	0.96	-0.522	1.0
400	-1.69	-0.175	-1.0
2475	-0.509	-0.932	-1.0
4287	1.55	0.48200000000000004	-1.0
1145	-0.639	1.28	-1.0
4156	-0.8190000000000001	-1.21	-1.0
1590	-1.18	-0.522	1.0
239	0.121	1.72	-1.0
2971	-0.0434	-0.442	1.0
138	-0.223	-0.419	1.0
2282	-1.18	-0.122	1.0
916	-0.7340000000000001	-1.09	-1.0
3368	0.66	0.835	-1.0
3144	0.247	-0.9	-1.0
4896	-1.54	0.503	-1.0
2084	-0.88	-1.27	-1.0
3404	1.31	-1.81	1.0
638	0.15	-0.256	1.0
5236	-1.22	-0.0961	1.0
2199	0.409	1.76	-1.0
3839	0.9520000000000001	-0.782	1.0
770	1.01	-0.743	1.0
3782	1.39	0.155	-1.0
2523	0.0608	-1.23	-1.0
3854	1.4	0.541	-1.0
1547	0.5820000000000001	0.23199999999999998	-1.0
4529	0.0325	-1.46	-1.0
3043	-0.135	-1.12	-1.0
1439	1.35	1.21	1.0
3384	0.187	-1.02	-1.0
47	0.00902	-0.434	1.0
1185	1.04	0.779	-1.0
2326	-1.66	-1.52	1.0
4442	0.44	-0.9359999999999999	-1.0
1755	-1.39	-0.156	1.0
2017	1.45	1.33	1.0
3755	-1.09	-0.46299999999999997	1.0
1618	-0.527	-1.38	-1.0
1814	-0.93	-0.502	1.0
2164	0.102	-1.03	-1.0
1833	1.14	0.494	-1.0
757	-1.74	0.254	-1.0
4016	-0.665	1.61	-1.0
4953	0.465	-1.26	-1.0
2220	1.08	-0.000817	-1.0
2464	0.72	-0.316	1.0
3622	1.08	0.14800000000000002	1.0
26	0.996	-1.7	1.0
1715	1.31	0.628	-1.0
2784	1.1	-0.364	1.0
1660	0.191	-1.29	-1.0
1301	0.7909999999999999	1.69	1.0
252	-0.645	-0.23800000000000002	1.0
4672	-0.836	-0.65	1.0
4956	-1.56	-0.172	1.0
2860	-1.82	-0.899	1.0
1931	-0.389	-1.2	-1.0
1708	0.698	1.02	-1.0
2144	2.43	0.8690000000000001	1.0
2626	-1.03	-0.95	1.0
2171	-0.249	0.505	1.0
1919	-0.461	-1.07	-1.0
3129	-0.72	-1.39	-1.0
120	-0.10099999999999999	-0.765	-1.0
4870	0.504	1.78	-1.0
329	1.17	-0.5670000000000001	1.0
3420	1.21	0.306	-1.0
4850	-0.418	-1.26	-1.0
2073	0.204	-1.06	-1.0
1927	-0.0247	-0.765	-1.0
1110	0.0386	-1.26	-1.0
3998	0.452	-0.204	1.0
521	1.27	-0.441	-1.0
3099	1.16	0.654	-1.0
4102	-0.22	-1.12	-1.0
3784	-1.07	-0.7090000000000001	1.0
2138	-0.542	0.9179999999999999	-1.0
3126	0.218	1.32	-1.0
1593	0.72	-0.154	1.0
3923	0.725	1.33	-1.0
1972	0.977	0.597	-1.0
1938	-0.254	-1.37	-1.0
565	-0.8640000000000001	-1.56	-1.0
1299	-0.631	-0.914	-1.0
5056	-0.914	0.425	1.0
3863	-1.96	-0.442	1.0
244	0.14300000000000002	0.263	1.0
1417	0.909	0.522	-1.0
4334	1.12	0.42200000000000004	-1.0
3886	0.40399999999999997	-1.1	-1.0
2168	0.32	-0.998	-1.0
3733	0.445	0.0484	1.0
3030	-0.6579999999999999	0.5539999999999999	1.0
4348	0.8690000000000001	0.5760000000000001	-1.0
4024	1.01	0.257	-1.0
4599	1.17	0.40700000000000003	-1.0
5264	1.1	0.508	-1.0
2281	2.22	1.31	1.0
1108	0.527	1.18	-1.0
1109	1.76	1.48	1.0
3409	-0.84	-1.16	-1.0
3529	1.74	0.5770000000000001	-1.0
2212	-0.214	1.58	-1.0
1571	-0.486	-1.62	-1.0
227	-0.75	1.14	-1.0
23	-0.595	-0.6509999999999999	1.0
2330	1.43	-0.366	-1.0
4780	-0.828	-0.82	-1.0
3777	2.0	1.28	1.0
2841	0.915	0.611	-1.0
4266	1.45	0.21100000000000002	-1.0
519	0.41600000000000004	1.86	1.0
4451	-1.51	-0.626	1.0
848	-1.59	0.138	-1.0
5095	0.838	-0.115	1.0
2265	-0.621	1.16	-1.0
2615	-0.89	-1.18	1.0
3947	0.9420000000000001	1.83	1.0
3930	-0.121	-1.05	-1.0
2445	0.479	-0.821	-1.0
4791	1.35	-1.23	1.0
824	1.02	0.858	-1.0
5219	-0.138	-0.0524	1.0
4066	-0.10400000000000001	-1.15	-1.0
4116	-0.867	0.214	1.0
3951	1.35	-0.518	-1.0
2977	0.3	-1.18	-1.0
3039	0.31	0.57	1.0
809	-0.424	2.01	-1.0
2355	0.546	-1.12	-1.0
1309	-1.27	-0.7040000000000001	1.0
552	-0.698	-1.26	-1.0
591	1.18	0.585	-1.0
3872	0.171	-0.502	1.0
4930	2.29	1.32	1.0
4824	-0.051	-0.972	-1.0
18	0.7240000000000001	0.9890000000000001	-1.0
723	-0.43	-0.722	-1.0
1462	-0.882	1.29	-1.0
309	0.8420000000000001	-1.41	1.0
1074	1.26	1.72	-1.0
959	-0.138	-0.951	-1.0
4802	0.809	0.9420000000000001	-1.0
1979	1.14	0.8140000000000001	-1.0
2729	0.175	-0.345	1.0
3869	-0.634	1.21	-1.0
64	0.785	0.0481	1.0
4495	0.835	1.24	-1.0
1871	0.0381	0.16699999999999998	1.0
4257	0.617	1.34	1.0
3272	1.05	-0.96	1.0
3893	-0.305	1.18	-1.0
4488	-1.4	-0.183	1.0
3080	0.166	-0.33	1.0
1850	-1.81	-0.5429999999999999	1.0
169	-0.0482	1.52	-1.0
3461	-0.77	0.637	-1.0
631	-0.623	-0.737	1.0
4085	1.66	-0.402	-1.0
559	-0.6409999999999999	0.516	1.0
589	-1.43	1.26	-1.0
3745	-0.18	-0.639	-1.0
932	-1.66	-0.792	1.0
2883	1.01	-0.935	1.0
3298	-1.24	1.14	-1.0
4057	-1.64	-1.16	1.0
1412	1.26	-0.32799999999999996	1.0
4358	0.831	1.35	-1.0
5220	-0.754	1.19	-1.0
3496	-0.49700000000000005	-1.29	-1.0
826	0.11800000000000001	0.13	1.0
1844	-0.23199999999999998	-0.364	1.0
3038	-0.0633	-0.6990000000000001	-1.0
1010	0.8959999999999999	0.36	1.0
5122	1.6	-1.36	1.0
1655	1.23	-0.0997	-1.0
4477	-0.49	-1.45	-1.0
4506	-1.21	0.9179999999999999	-1.0
3156	-0.579	0.79	-1.0
1950	-0.529	-1.02	-1.0
814	-0.342	-1.31	-1.0
4552	-0.9009999999999999	-1.56	-1.0
4017	1.12	-0.447	1.0
2596	1.46	-1.61	1.0
3002	-0.31	-1.27	-1.0
2119	0.902	0.9470000000000001	-1.0
2623	0.37200000000000005	-0.809	-1.0
2392	0.8109999999999999	0.00911	1.0
4362	-0.507	1.89	-1.0
691	-0.647	-1.22	-1.0
3442	0.0311	-0.978	-1.0
3499	-0.64	-0.9390000000000001	-1.0
3639	0.73	-0.99	1.0
1552	0.153	-0.875	1.0
2480	1.27	0.433	-1.0
2845	0.98	0.7659999999999999	-1.0
2934	-0.655	-1.44	-1.0
3365	-0.59	-0.32799999999999996	1.0
1677	-0.175	-0.909	-1.0
1759	1.04	0.9520000000000001	-1.0
1975	0.955	-0.0158	-1.0
2961	-0.777	1.22	-1.0
2118	0.6609999999999999	1.2	-1.0
1591	0.32	0.282	1.0
2467	-1.07	0.0456	1.0
3161	0.139	-0.762	-1.0
2590	1.07	0.573	-1.0
3696	0.5720000000000001	-0.812	1.0
11	-0.122	-0.8079999999999999	-1.0
2658	-1.13	-0.622	1.0
1341	0.0188	0.0512	1.0
363	0.298	-0.8290000000000001	1.0
509	1.36	0.258	-1.0
3010	0.5770000000000001	0.628	-1.0
610	-0.47700000000000004	-1.25	-1.0
4203	0.545	1.28	-1.0
4849	0.299	1.56	-1.0
2204	0.381	1.55	-1.0
1682	-0.46799999999999997	-1.17	-1.0
1953	1.04	-0.24	1.0
2489	-0.136	-1.41	-1.0
2316	-0.366	-1.52	-1.0
3995	-1.34	-1.05	1.0
4804	-0.879	0.499	1.0
170	1.49	1.55	1.0
3636	0.5379999999999999	-1.25	-1.0
755	-0.606	-0.546	1.0
620	-1.31	0.9159999999999999	-1.0
2267	-0.772	0.9329999999999999	-1.0
280	0.0345	-0.691	-1.0
1924	-1.13	0.16399999999999998	1.0
675	-0.636	-0.988	1.0
956	0.132	2.0	-1.0
3164	1.22	-0.106	-1.0
668	-1.64	0.14300000000000002	1.0
4810	-1.06	0.8170000000000001	-1.0
3779	0.278	0.38299999999999995	1.0
4730	-1.34	0.8240000000000001	-1.0
4455	0.845	0.0071400000000000005	1.0
4166	-0.516	-0.92	1.0
4878	-0.988	-0.191	1.0
5124	-0.66	-0.0708	1.0
666	0.552	-1.07	1.0
2895	-1.7	-0.087	-1.0
746	-0.504	1.03	-1.0
1349	-1.32	1.12	-1.0
1486	0.69	0.745	-1.0
5104	0.823	-1.21	-1.0
4689	0.0963	-1.38	-1.0
937	-1.25	0.10400000000000001	1.0
5105	-0.835	-1.06	-1.0
4095	0.127	1.94	-1.0
2806	1.31	-1.08	1.0
257	-0.595	1.46	-1.0
1868	-1.18	0.862	-1.0
4994	1.15	-1.14	1.0
2148	1.07	0.43799999999999994	-1.0
4570	-0.46299999999999997	-1.2	-1.0
5254	0.45	-0.10400000000000001	1.0
2137	0.69	1.57	-1.0
4794	-0.0567	-1.41	-1.0
1913	0.12300000000000001	-1.24	-1.0
2880	0.9229999999999999	1.54	1.0
3052	-0.599	-0.521	1.0
5113	-0.282	1.78	1.0
2796	2.75	1.47	1.0
259	-1.86	-0.963	1.0
3087	-0.0791	-1.38	-1.0
3933	1.62	-0.131	-1.0
3964	-0.685	0.727	1.0
4140	-0.977	0.639	1.0
3954	-0.715	-1.49	-1.0
3545	0.409	-1.51	-1.0
2757	-0.7609999999999999	-1.44	-1.0
2373	-1.28	0.72	-1.0
5087	-0.391	0.18100000000000002	1.0
2942	0.905	-0.9940000000000001	1.0
899	1.39	-1.11	1.0
36	1.3	0.196	-1.0
2797	0.26	-1.17	-1.0
2434	0.281	-0.4	1.0
2617	-0.451	0.723	1.0
4433	1.07	0.6679999999999999	-1.0
2984	1.46	-0.14	-1.0
5167	0.23399999999999999	-0.8220000000000001	1.0
1272	0.0554	-0.139	1.0
3180	-0.0819	1.64	-1.0
5173	1.39	-0.013000000000000001	-1.0
1308	0.32	-0.465	1.0
4688	0.18899999999999997	1.35	-1.0
125	0.826	1.5	1.0
7	-1.25	-0.28600000000000003	1.0
2607	0.262	-0.5379999999999999	1.0
1254	-0.0339	-1.66	-1.0
367	0.313	-1.07	-1.0
164	0.0179	-0.7	1.0
4686	-0.131	1.76	1.0
3879	-0.0127	-1.12	-1.0
1416	-0.33799999999999997	-0.91	-1.0
2053	0.484	-1.3	-1.0
3787	0.9520000000000001	0.836	-1.0
4113	-0.752	-0.11699999999999999	1.0
4993	-1.09	1.39	-1.0
1594	0.92	-0.7170000000000001	1.0
3211	-1.07	0.00513	1.0
4197	-0.743	0.685	1.0
967	0.8340000000000001	1.24	-1.0
1823	-1.13	-0.0974	1.0
2687	-0.35600000000000004	-1.16	-1.0
3739	-0.8759999999999999	0.92	-1.0
4762	-1.69	0.706	-1.0
514	-1.01	-0.7709999999999999	1.0
1936	-1.23	-0.8059999999999999	1.0
1912	-1.21	0.35700000000000004	1.0
4729	2.0	1.71	1.0
4643	0.9109999999999999	-0.8320000000000001	1.0
1367	2.03	-0.42700000000000005	-1.0
3783	0.38	-1.35	-1.0
432	-0.52	1.2	-1.0
